area,size_marla,bedrooms,bathrooms,property_age,has_garage,has_servant_quarter,has_basement,corner_plot,near_park,gated_society,property_type,price_lakhs
Garden Town,7.1,3,3,1,0,0,0,1,0,0,House,1031.15
DHA Phase 4-6,20.4,7,6,12,1,1,1,0,1,1,House,3267.79
Model Town,4.9,3,2,18,1,0,1,0,0,0,Flat,733.57
Township,20.1,5,4,0,0,0,0,0,0,0,House,1296.54
Gulberg I-II,14.1,4,4,25,1,1,1,0,0,0,House,2815.63
Johar Town,9.9,4,4,35,0,1,0,0,1,0,Lower Portion,888.8
Johar Town,4.6,3,3,25,0,0,0,0,1,0,House,397.9
Johar Town,9.6,3,2,25,0,0,0,0,0,0,Lower Portion,817.3
Valencia,9.5,4,4,18,0,0,0,0,1,1,House,1140.56
Township,7.4,3,2,12,0,0,0,1,0,0,Flat,514.09
Gulberg I-II,13.7,4,3,18,0,0,1,0,1,0,House,2998.64
DHA Phase 4-6,39.7,6,6,25,1,0,0,0,0,1,Upper Portion,6777.81
DHA Phase 7-9,10.2,5,4,18,1,1,1,1,0,1,House,1465.33
Samanabad,13.8,4,4,5,0,1,0,1,0,0,House,850.69
Garden Town,5.0,4,4,5,0,0,0,0,1,0,Upper Portion,708.55
Gulberg III-V,9.7,4,3,25,0,0,0,0,0,0,Upper Portion,1718.74
Allama Iqbal Town,5.5,4,3,0,1,0,1,0,0,0,House,573.6
Faisal Town,14.4,5,5,18,1,1,1,0,0,0,House,1366.62
Faisal Town,20.4,5,5,35,1,0,0,0,0,0,House,1833.69
Samanabad,13.9,4,4,18,1,0,0,0,1,0,House,951.99
Gulberg III-V,5.3,3,3,35,0,0,0,0,0,0,Upper Portion,704.99
Wapda Town,9.6,3,3,18,1,0,0,0,0,0,Upper Portion,797.29
Bahria Town,9.5,4,4,0,0,0,1,1,0,1,House,1174.76
Faisal Town,9.5,3,3,25,1,0,1,0,0,0,Upper Portion,787.02
Wapda Town,20.1,5,4,3,1,1,0,0,0,0,House,1575.49
Allama Iqbal Town,20.0,5,5,8,1,1,0,1,0,0,House,1501.73
Garden Town,14.0,4,3,5,1,1,1,0,0,0,House,1635.76
DHA Phase 7-9,9.5,4,3,3,1,0,0,0,1,1,House,1497.94
Lake City,6.9,4,4,8,1,0,0,0,1,1,House,763.07
Shahdara,5.2,4,4,5,0,1,1,0,0,0,House,324.21
Township,9.9,3,3,12,1,1,0,0,0,0,House,545.32
DHA Phase 1-3,10.2,4,4,25,1,0,0,0,0,1,House,2290.21
DHA Phase 7-9,13.7,4,4,3,1,0,0,0,1,1,Upper Portion,1480.23
DHA Phase 4-6,14.3,5,4,2,1,0,0,0,0,1,Upper Portion,2534.81
Wapda Town,5.1,3,2,18,0,0,1,0,0,0,House,414.94
Allama Iqbal Town,9.7,3,3,18,1,0,0,0,0,0,Upper Portion,649.07
Gulberg I-II,6.7,4,4,35,1,0,0,0,1,0,House,1193.83
Bahria Town,7.1,3,3,0,0,1,0,1,0,1,Lower Portion,867.44
Faisal Town,20.3,7,7,25,1,1,0,0,0,0,House,1710.02
Wapda Town,4.9,3,2,12,0,1,0,1,1,0,Upper Portion,489.07
Lake City,9.8,3,2,12,0,0,0,0,0,1,House,979.15
Valencia,7.4,3,2,1,1,0,1,0,0,1,Upper Portion,911.14
Bahria Town,20.2,5,5,8,0,1,0,1,0,1,House,2355.61
Gulberg III-V,9.9,4,4,3,1,0,0,0,0,0,Flat,1499.42
Lake City,7.0,4,4,3,1,0,0,1,0,1,Lower Portion,787.98
Iqbal Town,9.7,3,2,8,1,0,0,0,1,0,Upper Portion,912.47
Faisal Town,14.1,4,3,25,1,1,0,1,1,0,House,1186.54
Garden Town,19.9,4,3,18,1,0,0,1,0,0,Upper Portion,2542.53
Wapda Town,7.5,4,4,12,1,0,0,0,1,0,House,708.98
DHA Phase 7-9,20.0,5,4,12,1,0,0,0,0,1,House,2345.4
Bahria Town,20.0,4,4,8,1,1,0,1,0,1,House,2371.48
DHA Phase 1-3,20.1,6,5,35,1,0,0,0,1,1,Upper Portion,4235.52
Gulberg III-V,14.4,4,4,12,1,1,1,1,0,0,House,2280.94
Wapda Town,14.3,4,4,3,0,0,0,0,0,0,Upper Portion,1189.49
Shahdara,10.0,3,3,3,1,0,0,0,0,0,House,551.38
DHA Phase 4-6,14.2,5,5,12,1,0,0,0,0,1,House,2305.92
Johar Town,10.1,4,3,12,1,1,1,0,0,0,House,1148.09
Allama Iqbal Town,14.0,4,3,0,1,1,0,1,0,0,House,1048.89
Gulberg I-II,9.7,4,3,25,0,0,1,0,0,0,Upper Portion,1706.93
Lake City,14.0,4,4,18,1,1,0,1,1,1,House,1471.61
Wapda Town,19.7,4,3,18,1,1,1,0,1,0,House,1763.0
Valencia,5.4,4,4,0,0,0,0,0,1,1,Lower Portion,550.19
DHA Phase 7-9,19.8,5,4,5,1,1,1,0,0,1,House,2872.39
Model Town,10.5,5,4,35,1,1,1,1,0,0,House,1500.1
Allama Iqbal Town,20.0,5,5,25,1,1,0,1,1,0,House,1599.74
Lake City,10.1,4,4,3,1,0,1,0,0,1,House,1204.71
DHA Phase 1-3,10.0,5,5,2,1,1,0,0,1,1,House,1777.83
Wapda Town,19.6,5,4,8,0,1,0,1,1,0,House,2099.33
DHA Phase 1-3,6.9,4,4,5,0,0,0,1,0,1,Flat,1489.45
Wapda Town,19.6,5,4,18,1,0,1,0,0,0,House,1676.39
Gulberg I-II,10.1,5,4,35,1,0,0,0,0,0,House,1843.96
Township,9.9,4,3,5,0,0,0,0,0,0,House,650.92
Johar Town,7.3,3,3,0,0,0,0,0,0,0,Lower Portion,659.19
Model Town,9.7,3,2,25,0,0,0,0,0,0,House,1215.39
DHA Phase 7-9,6.7,3,3,0,1,1,1,0,0,1,Flat,1021.95
Gulberg III-V,4.9,3,3,35,0,0,0,0,0,0,House,563.39
Faisal Town,7.4,4,3,18,0,0,0,1,0,0,Lower Portion,499.26
Shahdara,5.2,3,2,35,0,0,0,1,0,0,Upper Portion,188.21
Johar Town,39.9,7,6,2,1,1,0,1,0,0,Upper Portion,3133.92
Bahria Town,40.0,5,4,0,1,1,0,0,0,1,House,5127.58
Wapda Town,9.6,4,4,8,0,0,0,0,0,0,House,694.54
Faisal Town,14.5,5,5,8,1,1,0,0,0,0,House,1257.53
Valencia,7.2,3,3,5,0,0,0,0,1,1,House,1000.8
Johar Town,13.8,4,4,35,1,1,0,0,0,0,House,1320.36
Johar Town,20.1,5,5,25,0,1,0,0,0,0,House,1835.79
Iqbal Town,19.6,5,5,18,1,0,0,0,0,0,House,1757.78
DHA Phase 1-3,10.5,4,4,2,1,1,0,0,1,1,House,2021.23
Valencia,19.7,4,4,18,1,1,1,1,0,1,House,2719.2
Model Town,7.1,4,4,18,1,0,0,0,0,0,Lower Portion,629.29
Allama Iqbal Town,39.7,6,5,8,1,0,0,1,0,0,House,2618.37
DHA Phase 4-6,5.2,3,2,35,1,0,0,0,1,1,Lower Portion,892.71
Valencia,14.3,4,4,2,1,1,1,0,0,1,House,1805.25
Bahria Town,14.2,4,4,3,1,1,0,0,1,1,House,1832.33
Garden Town,14.1,4,3,0,1,1,0,0,0,0,Upper Portion,1841.27
DHA Phase 4-6,5.4,4,3,25,0,0,0,0,0,1,Lower Portion,851.78
Valencia,19.6,5,4,12,1,1,0,0,0,1,House,2301.09
Lake City,6.8,3,3,5,0,0,1,0,1,1,Upper Portion,989.84
Lake City,13.7,4,3,2,1,1,0,0,0,1,House,1810.42
Valencia,7.5,3,2,0,0,0,0,0,1,1,House,1008.71
Iqbal Town,6.9,3,2,2,1,1,0,0,1,0,House,656.28
Allama Iqbal Town,10.2,4,3,8,1,1,0,0,0,0,House,842.75
Gulberg III-V,10.2,5,4,3,1,1,1,0,0,0,House,1711.39
Allama Iqbal Town,6.7,4,4,3,0,1,0,0,0,0,Flat,543.42
Bahria Town,6.7,4,3,25,1,1,1,1,0,1,House,777.14
DHA Phase 4-6,9.8,4,4,8,0,0,0,1,0,1,House,2045.17
DHA Phase 4-6,13.9,4,3,18,1,0,0,1,1,1,House,2432.36
Model Town,19.7,4,3,0,1,0,0,1,1,0,House,3308.39
Allama Iqbal Town,4.5,3,2,5,0,0,0,0,1,0,Lower Portion,318.65
Iqbal Town,10.4,5,4,8,0,1,0,0,0,0,House,907.49
Allama Iqbal Town,5.5,3,2,2,0,0,0,0,1,0,Lower Portion,447.54
Bahria Town,4.8,2,2,1,0,0,0,0,1,1,Lower Portion,571.43
Johar Town,13.8,4,4,25,1,0,0,1,0,0,House,1426.23
DHA Phase 7-9,13.5,4,4,35,1,1,1,0,1,1,House,1577.03
Model Town,7.2,4,4,0,0,0,0,1,1,0,House,1103.44
Johar Town,7.3,3,3,5,0,0,0,0,1,0,House,712.87
DHA Phase 4-6,4.6,3,3,35,0,0,0,1,1,1,Upper Portion,736.74
Gulberg I-II,19.7,4,4,1,1,0,0,0,0,0,House,3188.55
Valencia,40.3,7,6,12,0,0,0,0,0,1,House,5065.45
Wapda Town,5.1,3,3,35,0,0,0,0,1,0,House,378.58
Shahdara,6.5,3,2,35,1,0,1,0,1,0,Upper Portion,288.79
Township,20.1,6,5,8,0,0,0,0,0,0,House,1310.73
Garden Town,19.8,5,5,2,1,1,1,0,0,0,Upper Portion,2146.2
Johar Town,9.9,4,3,2,0,0,1,0,0,0,Upper Portion,1016.87
Garden Town,5.3,4,3,25,1,0,1,0,0,0,Lower Portion,596.42
Allama Iqbal Town,5.3,3,3,35,0,0,0,0,1,0,Lower Portion,312.33
DHA Phase 4-6,9.9,4,3,12,0,0,0,1,0,1,Flat,2005.06
Johar Town,10.4,5,5,18,1,1,0,0,0,0,House,867.38
Faisal Town,4.9,2,2,18,0,0,0,0,1,0,Lower Portion,375.28
Johar Town,10.3,4,4,18,1,1,0,0,0,0,Upper Portion,962.92
Lake City,5.0,3,2,25,0,0,1,0,0,1,House,529.06
Valencia,20.4,6,6,18,1,1,1,0,1,1,House,2187.77
DHA Phase 7-9,7.4,4,3,12,1,0,0,0,0,1,House,1130.83
Model Town,4.6,2,2,3,1,0,0,0,0,0,House,618.33
Model Town,10.4,4,3,18,1,1,1,0,1,0,House,1379.09
DHA Phase 1-3,10.3,5,4,8,1,1,0,0,0,1,Upper Portion,1977.98
DHA Phase 1-3,40.3,5,5,3,1,0,0,0,0,1,House,7286.52
Allama Iqbal Town,9.7,4,3,25,1,0,0,1,1,0,House,573.83
Gulberg III-V,7.3,4,4,18,0,0,1,0,0,0,Upper Portion,997.22
Bahria Town,14.4,5,4,35,1,0,0,1,0,1,Upper Portion,1808.68
Gulberg III-V,6.8,3,2,2,1,0,0,0,0,0,Lower Portion,792.05
Township,20.5,5,5,12,0,1,0,1,0,0,House,1053.47
Gulberg III-V,9.5,3,2,3,0,1,0,1,0,0,House,1356.89
Johar Town,9.6,4,4,35,0,0,1,0,0,0,Lower Portion,831.1
Faisal Town,5.0,4,3,1,1,0,0,0,0,0,House,451.91
Faisal Town,10.1,4,3,18,1,1,0,0,0,0,Upper Portion,695.86
DHA Phase 7-9,20.1,5,4,25,0,0,0,0,1,1,House,2558.48
Allama Iqbal Town,19.5,4,3,5,1,0,0,0,0,0,House,1441.61
Bahria Town,7.5,3,3,35,1,1,0,0,1,1,House,946.23
Bahria Town,6.5,4,4,25,1,0,1,0,0,1,House,922.58
DHA Phase 7-9,19.6,4,3,3,1,0,1,0,1,1,House,2589.2
DHA Phase 4-6,19.5,4,3,0,1,1,0,0,0,1,Upper Portion,3977.79
Wapda Town,5.1,3,3,3,0,0,1,0,0,0,House,504.21
Bahria Town,10.4,4,3,3,1,1,1,0,1,1,House,1409.81
Johar Town,7.2,3,3,25,0,0,0,0,0,0,Upper Portion,825.51
Wapda Town,20.3,5,4,35,1,1,0,0,0,0,House,1913.32
Wapda Town,4.5,3,2,0,1,0,1,0,0,0,House,400.64
DHA Phase 7-9,7.0,3,3,8,1,1,0,0,1,1,Flat,1000.26
Valencia,14.0,5,4,12,0,0,1,0,0,1,House,1598.64
DHA Phase 7-9,5.0,2,2,1,0,1,1,1,0,1,Flat,715.02
Wapda Town,9.6,3,3,5,0,0,0,1,0,0,Flat,1123.75
Garden Town,10.2,4,4,5,1,1,1,0,0,0,House,1149.59
Township,7.0,4,4,12,1,0,0,0,0,0,Lower Portion,399.84
DHA Phase 4-6,10.3,4,4,18,1,1,0,0,0,1,Upper Portion,1537.13
DHA Phase 4-6,10.0,3,3,18,1,0,0,0,0,1,Upper Portion,1588.71
Gulberg III-V,6.6,3,2,1,0,0,1,0,1,0,Flat,1084.33
